,book_id,Movie
1619,11870085,yes
1620,472331,yes
1621,288962,yes
1622,37190,yes
1623,526869,yes
1624,2151775,yes
1625,3283906,yes
1626,152931,yes
1627,314362,yes
1628,19501,yes
1629,2285110,yes
1630,1479967,yes
1631,3759,yes
1632,19000,yes
1633,11573,yes
1634,119539,yes
1635,7624,yes
1636,3761,yes
1637,37442,yes
1638,209194,yes
1639,1313468,yes
1640,172732,yes
1641,7354,yes
1642,92417,yes
1643,907970,yes
1644,10444,yes
1645,62111,yes
1646,8650,yes
1647,7840834,yes
1648,7158950,yes
1649,1170158,yes
1650,307791,yes
1651,13145,yes
1652,83539,yes
1653,10441,yes
1654,78407,yes
1655,522776,yes
1656,82472,yes
1657,28187,yes
1658,219879,yes
1659,71047,yes
1660,18629658,yes
1661,5006205,yes
1662,10239382,yes
1663,28877,yes
1664,41899,yes
1665,13588425,yes
1666,550821,yes
1667,26193147,yes
1668,65091,yes
1669,7572,yes
1670,39664,yes
1671,217518,yes
1672,44767458,yes
1673,42156,yes
1674,6587879,yes
1675,101299,yes
1676,40190,yes
1677,3050587,yes
1678,29127,yes
1679,3102,yes
1680,18710190,yes
1681,162332,yes
1682,7672,yes
1683,22628,yes
1684,9712,yes
1685,1895792,yes
1686,40395,yes
1687,80660,yes
1688,30680,yes
1689,9720,yes
1690,1975288,yes
1691,1934327,yes
1692,4381,yes
1693,9416,yes
1694,587359,yes
1695,8503593,yes
1696,5043,yes
1697,30597,yes
1698,43641,yes
1699,4981,yes
1700,5297,yes
1701,2609027,yes
1702,764903,yes
1703,80616,yes
1704,55030,yes
1705,9755737,yes
1706,6324467,yes
1707,389115,yes
1708,19543,yes
1709,140225,yes
1710,139888,yes
1711,618399,yes
1712,898839,yes
1713,39987,yes
1714,6280118,yes
1715,2865,yes
1716,32327701,yes
1717,318335,yes
1718,8008928,yes
1719,93726,yes
1720,3320520,yes
1721,9798177,yes
1722,24271,yes
1723,28282,yes
1724,29641,yes
1725,27089,yes
1726,1049070,yes
1727,6442769,yes
1728,1471786,yes
1729,2136690,yes
1730,13335037,yes
1731,531355,yes
1732,147865,yes
1733,6671933,yes
1734,12691,yes
1735,402013,yes
1736,3218952,yes
1737,114144,yes
1738,1188996,yes
1739,620580,yes
1740,88043,yes
1741,13514125,yes
1742,3918010,yes
1743,4894,yes
1744,13700751,yes
1745,15881,yes
1746,149267,yes
1747,537257,yes
1748,35958,yes
1749,7190,yes
1750,2373,yes
1751,50275,yes
1752,512704,yes
1753,231821,yes
1754,1048933,yes
1755,133954,yes
1756,227809,yes
1757,1102337,yes
1758,49540,yes
1759,137791,yes
1760,7733,yes
1761,484705,yes
1762,387627,yes
1763,341896,yes
1764,1162543,yes
1765,22557520,yes
1766,26148541,yes
1767,33115566,yes
1768,37435,yes
1769,41796210,yes
1770,16245510,yes
1771,813214,yes
1772,2455496,yes
1773,16735,yes
1774,227789,yes
1775,929004,yes
1776,13262783,yes
1777,12296,yes
1778,3423435,yes
1779,4264,yes
1780,3147071,yes
1781,9673436,yes
1782,375802,yes
1783,71332,yes
1784,181182,yes
1785,22836957,yes
1786,92365,yes
1787,11735983,yes
1788,31441211,yes
1789,13539044,yes
1790,187650,yes
1791,519688,yes
1792,228333,yes
1793,45032,yes
1794,609870,yes
1795,1045811,yes
1796,116297,yes
1797,6895135,yes
1798,13083,yes
1799,994663,yes
1800,33553,yes
1801,11984727,yes
1802,6040459,yes
1803,7631105,yes
1804,32922841,yes
1805,639374,yes
1806,107896,yes
1807,7669,yes
1808,18131,yes
1809,378579,yes
1810,179780,yes
1811,1351174,yes
1812,294438,yes
1813,103197,yes
1814,41804,yes
1815,38447,yes
1816,149657,yes
1817,263050,yes
1818,37426,yes
1819,33917,yes
1820,7437,yes
1821,10916,yes
1822,6334,yes
1823,45195,yes
1824,39988,yes
1825,4954833,yes
1826,762806,yes
1827,166562,yes
1828,7784,yes
1829,8852,yes
1830,32234,yes
1831,104711,yes
1832,6693,yes
1833,37470,yes
1834,830502,yes
1835,29762106,yes
1836,1488663,yes
1837,96123,yes
1838,975119,yes
1839,25884,yes
1840,682690,yes
1841,98427,yes
1842,10956,yes
1843,148337,yes
1844,202216,yes
1845,18455,yes
1846,73960,yes
1847,52350,yes
1848,8909,yes
1849,4214,yes
1850,434229,yes
1851,1586548,yes
1852,369654,yes
1853,8717323,yes
1854,3345720,yes
1855,16842,yes
1856,439840,yes
1857,1127856,yes
1858,92780,yes
1859,1455054,yes
1860,251356,yes
1861,16163482,yes
1862,19691,yes
1863,18600,yes
1864,201051,yes
1865,10412,yes
1866,77270,yes
1867,395875,yes
1868,257845,yes
1869,243705,yes
1870,5899779,yes
1871,13154150,yes
1872,7108001,yes
1873,7069,yes
1874,248760,yes
1875,287861,yes
1876,11570,yes
1877,677877,yes
1878,25431123,yes
1879,3028361,yes
1880,54847,yes
1881,682745,yes
1882,831829,yes
1883,314263,yes
1884,161557,yes
1885,9408670,yes
1886,459386,yes
1887,112525,yes
1888,419513,yes
1889,6185,yes
1890,18839,yes
1891,12220,yes
1892,608287,yes
1893,50051,yes
1894,70787,yes
1895,7747374,yes
1896,242006,yes
1897,149621,yes
1898,88294,yes
1899,59978,yes
1900,34857300,yes
1901,6320534,yes
1902,1656001,yes
1903,35667144,yes
1904,40612032,yes
1905,1022352,yes
1906,2502122,yes
1907,54479,yes
1908,9969571,yes
1909,5161,yes
1910,482977,yes
1911,78392,yes
1912,225774,yes
1913,2579284,yes
1914,5907,yes
1915,32829,yes
1916,420282,yes
1917,170494,yes
1918,438492,yes
1919,8599383,yes
1920,361396,yes
1921,120711,yes
1922,6400090,yes
1923,28194,yes
1924,25373,yes
1925,110737,yes
1926,6689,yes
1927,124272,yes
1928,46945,yes
1929,325534,yes
1930,10625,yes
1931,5326,yes
1932,997562,yes
1933,77430,yes
1934,447026,yes
1935,11590,yes
1936,201547,yes
1937,12787,yes
1938,10050,yes
1939,13258,yes
1940,15810860,yes
1941,39242,yes
1942,49174,yes
1943,28921,yes
1944,7763,yes
1945,2598931,yes
1946,71865,yes
1947,11821566,yes
1948,3704500,yes
1949,38300,yes
1950,3412,yes
1951,898734,yes
1952,176378,yes
1953,815309,yes
1954,3750,yes
1955,139668,yes
1956,7745,yes
1957,331920,yes
1958,395397,yes
1959,29999,yes
1960,93261,yes
1961,13526165,yes
1962,114345,yes
1963,2893493,yes
1964,272895,yes
1965,7904429,yes
1966,12948,yes
1967,9460487,yes
1968,492074,yes
1969,6534852,yes
1970,55749,yes
1971,1918744,yes
1972,35445445,yes
1973,3088,yes
1974,5357,yes
1975,5107,yes
1976,130520,yes
1977,371997,yes
1978,12561501,yes
1979,2390,yes
1980,659388,yes
1981,3762,yes
1982,24912167,yes
1983,1149775,yes
1984,6186357,yes
1985,15507958,yes
1986,132391,yes
1987,490798,yes
1988,960,yes
1989,248704,yes
1990,6255949,yes
1991,34517032,yes
1992,78411,yes
1993,13158800,yes
1994,12700353,yes
1995,92303,yes
1996,352582,yes
1997,77142,yes
1998,11734,yes
1999,322007,yes
2000,3765,yes
2001,441617,yes
2002,56674,yes
2003,45162,yes
2004,29981,yes
2005,1967070,yes
2006,607639,yes
2007,103159,yes
2008,59924,yes
2009,1105093,yes
2010,138398,yes
2011,122,yes
2012,31196,yes
2013,18594683,yes
2014,7194,yes
2015,1124499,yes
2016,27476112,yes
2017,77298,yes
2018,7154694,yes
2019,26924,yes
2020,3063499,yes
2021,414895,yes
2022,138959,yes
2023,605632,yes
2024,27570785,yes
2025,554674,yes
2026,95833,yes
2027,18114322,yes
2028,566993,yes
2029,127028,yes
2030,108229,yes
2031,11,yes
2032,5396496,yes
2033,1371,yes
2034,2313048,yes
2035,6326920,yes
2036,57736,yes
2037,32418,yes
2038,8962,yes
2039,18943,yes
2040,156222,yes
2041,13496,yes
2042,6356906,yes
2043,895479,yes
2044,6952,yes
2045,657537,yes
2046,8073,yes
2047,7114458,yes
2048,256683,yes
2049,11607,yes
2050,7494,yes
2051,556602,yes
2052,119073,yes
2053,117443,yes
2054,890,yes
2055,474211,yes
2056,13148,yes
2057,1000751,yes
2058,943402,yes
2059,43049,yes
2060,15769,yes
2061,103086,yes
2062,856190,yes
2063,16243,yes
2064,16113771,yes
2065,62953,yes
2066,843550,yes
2067,18869985,yes
2068,8737,yes
2069,17934530,yes
2070,29776,yes
2071,29925,yes
2072,220968,yes
2073,12875355,yes
2074,136116,yes
2075,5359,yes
2076,889284,yes
2077,16044943,yes
2078,2666,yes
2079,56616,yes
2080,15758997,yes
2081,993830,yes
2082,1383176,yes
2083,236888,yes
2084,233667,yes
2085,3934321,yes
2086,6101718,yes
2087,59952,yes
2088,1043987,yes
2089,765430,yes
2090,54499,yes
2091,156427,yes
2092,6129801,yes
2093,143820,yes
2094,819207,yes
2095,13536832,yes
2096,23403044,yes
2097,315511,yes
2098,13117292,yes
2099,5526,yes
2100,91480,yes
2101,7673,yes
2102,20765996,yes
2103,991197,yes
2104,10210,yes
2105,906901,yes
2106,9915,yes
2107,555048,yes
2108,544891,yes
2109,4588,yes
2110,9873426,yes
2111,35806,yes
2112,517188,yes
2113,3798703,yes
2114,387749,yes
2115,77203,yes
2116,18490,yes
2117,1314332,yes
2118,320730,yes
2119,415030,yes
2120,33555,yes
2121,115023,yes
2122,7670,yes
2123,10873,yes
2124,19369900,yes
2125,6853,yes
2126,5358,yes
2127,228345,yes
2128,21671,yes
2129,15055,yes
2130,12270931,yes
2131,1875580,yes
2132,53835,yes
2133,158622,yes
2134,182434,yes
2135,256008,yes
2136,133497,yes
2137,275,yes
2138,918895,yes
2139,321545,yes
2140,3685,yes
2141,16255,yes
2142,3757,yes
2143,1219954,yes
2144,57891,yes
2145,21726,yes
2146,1301,yes
2147,232360,yes
2148,2849543,yes
2149,38379,yes
2150,48328,yes
2151,12867,yes
2152,6356056,yes
2153,788171,yes
2154,617097,yes
2155,19302,yes
2156,113946,yes
2157,32499,yes
2158,6314763,yes
2159,2728527,yes
2160,60707,yes
2161,37387,yes
2162,51496,yes
2163,862041,yes
2164,24192,yes
2165,760984,yes
2166,177193,yes
2167,29059,yes
2168,10365,yes
2169,885542,yes
2170,15677,yes
2171,6288,yes
2172,7604,yes
2173,49628,yes
2174,73062,yes
2175,159929,yes
2176,73654,yes
2177,160251,yes
2178,10628,yes
2179,32435,yes
2180,136251,yes
2181,34268,yes
2182,46260,yes
2183,32875,yes
2184,7668,yes
2185,4473,yes
2186,22080,yes
2187,425029,yes
2188,15749186,yes
2189,40483,yes
2190,127712,yes
2191,251446,yes
2192,23331525,yes
2193,162085,yes
2194,13151779,yes
2195,7147962,yes
2196,6,yes
2197,1252068,yes
2198,416482,yes
2199,2493,yes
2200,164542,yes
2201,1024939,yes
2202,3431,yes
2203,38262,yes
2204,18007564,yes
2205,12717124,yes
2206,29800,yes
2207,30007,yes
2208,11574,yes
2209,7126,yes
2210,9822,yes
2211,352262,yes
2212,1030934,yes
2213,343,yes
2214,6931356,yes
2215,969749,yes
2216,479415,yes
2217,529626,yes
2218,2247142,yes
2219,30005,yes
2220,24178,yes
2221,7707,yes
2222,824078,yes
2223,646195,yes
2224,2429135,yes
2225,160848,yes
2226,161426,yes
2227,395851,yes
2228,12848580,yes
2229,95558,yes
2230,12967,yes
2231,212326,yes
2232,3764,yes
2233,354258,yes
2234,963848,yes
2235,47021,yes
2236,1435108,yes
2237,480479,yes
2238,6393407,yes
2239,13,yes
2240,72159,yes
2241,890143,yes
2242,1005680,yes
2243,22557272,yes
2244,9204538,yes
2245,1217100,yes
2246,428263,yes
2247,15764433,yes
2248,4687,yes
2249,19063,yes
2250,2623,yes
2251,67238,yes
2252,133268,yes
2253,37380,yes
2254,137724,yes
2255,745523,yes
2256,72978,yes
2257,195672,yes
2258,8498570,yes
2259,345627,yes
2260,40773244,yes
2261,130440,yes
2262,6561374,yes
2263,233093,yes
2264,23044582,yes
2265,1804075,yes
2266,15374,yes
2267,47763,yes
2268,331256,yes
2269,5246,yes
2270,3636,yes
2271,420849,yes
2272,643062,yes
2273,1301153,yes
2274,359770,yes
2275,23586962,yes
2276,37034,yes
2277,294304,yes
2278,27822,yes
2279,5470,yes
2280,2969684,yes
2281,8908,yes
2282,7095247,yes
2283,3120995,yes
2284,39999,yes
2285,386187,yes
2286,15842439,yes
2287,34497,yes
2288,16101128,yes
2289,746758,yes
2290,539519,yes
2291,7347109,yes
2292,57763,yes
2293,762598,yes
2294,12232938,yes
2295,156538,yes
2296,152662,yes
2297,781787,yes
2298,17184,yes
2299,21686,yes
2300,202292,yes
2301,178234,yes
2302,478071,yes
2303,777824,yes
2304,652855,yes
2305,96621,yes
2306,590286,yes
2307,113110,yes
2308,402045,yes
2309,301082,yes
2310,5886881,yes
2311,598117,yes
2312,272716,yes
2313,53064,yes
2314,25622850,yes
2315,10603,yes
2316,702539,yes
2317,23021,yes
2318,57727,yes
2319,1491250,yes
2320,228560,yes
